data,denominazione_regione,nuovi_positivi,totale_casi,ricoverati_con_sintomi,ingressi_terapia_intensiva,tamponi
2020-02-24,Abruzzo,0,0,0,,5
2020-02-24,Basilicata,0,0,0,,0
2020-02-24,Calabria,0,0,0,,1
2020-02-24,Campania,0,0,0,,10
2020-02-24,Emilia-Romagna,18,18,10,,148
2020-02-24,Friuli Venezia Giulia,0,0,0,,58
2020-02-24,Lazio,2,3,1,,124
2020-02-24,Liguria,0,0,0,,1
2020-02-24,Lombardia,166,172,76,,1463
2020-02-24,Marche,0,0,0,,16
2020-02-24,Molise,0,0,0,,0
2020-02-24,Piemonte,3,3,2,,141
2020-02-24,Puglia,0,0,0,,0
2020-02-24,Sardegna,0,0,0,,1
2020-02-24,Sicilia,0,0,0,,5
2020-02-24,Toscana,0,0,0,,140
2020-02-24,Umbria,0,0,0,,0
2020-02-24,Valle d'Aosta,0,0,0,,7
2020-02-24,Veneto,32,33,12,,2200
2020-02-25,Abruzzo,0,0,0,,5
2020-02-25,Basilicata,0,0,0,,0
2020-02-25,Calabria,0,0,0,,2
2020-02-25,Campania,0,0,0,,10
2020-02-25,Emilia-Romagna,8,26,15,,391
2020-02-25,Friuli Venezia Giulia,0,0,0,,89
2020-02-25,Lazio,0,3,1,,124
2020-02-25,Liguria,1,1,1,,39
2020-02-25,Lombardia,68,240,79,,3700
2020-02-25,Marche,0,0,0,,21
2020-02-25,Molise,0,0,0,,0
2020-02-25,Piemonte,0,3,2,,141
2020-02-25,Puglia,0,0,0,,0
2020-02-25,Sardegna,0,0,0,,1
2020-02-25,Sicilia,3,3,1,,5
2020-02-25,Toscana,2,2,2,,296
2020-02-25,Umbria,0,0,0,,8
2020-02-25,Valle d'Aosta,0,0,0,,7
2020-02-25,Veneto,10,43,12,,3780
2020-02-26,Abruzzo,0,0,0,,13
2020-02-26,Basilicata,0,0,0,,0
2020-02-26,Calabria,0,0,0,,3
2020-02-26,Campania,0,0,0,,10
2020-02-26,Emilia-Romagna,21,47,20,,577
2020-02-26,Friuli Venezia Giulia,0,0,0,,114
2020-02-26,Lazio,0,3,0,,124
2020-02-26,Liguria,10,11,6,,66
2020-02-26,Lombardia,18,258,79,,3208
2020-02-26,Marche,1,1,1,,28
2020-02-26,Molise,0,0,0,,0
2020-02-26,Piemonte,0,3,2,,156
2020-02-26,Puglia,0,0,0,,0
2020-02-26,Sardegna,0,0,0,,1
2020-02-26,Sicilia,0,3,1,,5
2020-02-26,Toscana,0,2,2,,363
2020-02-26,Umbria,0,0,0,,8
2020-02-26,Valle d'Aosta,0,0,0,,7
2020-02-26,Veneto,28,71,16,,4900
2020-02-27,Abruzzo,1,1,1,,33
2020-02-27,Basilicata,0,0,0,,0
2020-02-27,Calabria,0,0,0,,14
2020-02-27,Campania,3,3,2,,10
2020-02-27,Emilia-Romagna,50,97,36,,1033
2020-02-27,Friuli Venezia Giulia,0,0,0,,141
2020-02-27,Lazio,0,3,0,,552
2020-02-27,Liguria,8,19,9,,78
2020-02-27,Lombardia,145,403,172,,3320
2020-02-27,Marche,2,3,2,,46
2020-02-27,Molise,0,0,0,,0
2020-02-27,Piemonte,-1,2,2,,156
2020-02-27,Puglia,1,1,1,,0
2020-02-27,Sardegna,0,0,0,,1
2020-02-27,Sicilia,1,4,1,,5
2020-02-27,Toscana,0,2,2,,410
2020-02-27,Umbria,0,0,0,,8
2020-02-27,Valle d'Aosta,0,0,0,,9
2020-02-27,Veneto,40,111,19,,6164
2020-02-28,Abruzzo,0,1,1,,33
2020-02-28,Basilicata,0,0,0,,0
2020-02-28,Calabria,1,1,0,,21
2020-02-28,Campania,1,4,2,,213
2020-02-28,Emilia-Romagna,48,145,56,,1277
2020-02-28,Friuli Venezia Giulia,0,0,0,,169
2020-02-28,Lazio,0,3,0,,611
2020-02-28,Liguria,0,19,9,,112
2020-02-28,Lombardia,128,531,235,,4835
2020-02-28,Marche,3,6,3,,47
2020-02-28,Molise,0,0,0,,0
2020-02-28,Piemonte,9,11,7,,227
2020-02-28,Puglia,2,3,1,,242
2020-02-28,Sardegna,0,0,0,,1
2020-02-28,Sicilia,0,4,1,,5
2020-02-28,Toscana,6,8,5,,437
2020-02-28,Umbria,0,0,0,,8
2020-02-28,Valle d'Aosta,0,0,0,,9
2020-02-28,Veneto,40,151,24,,7414
2020-02-29,Abruzzo,1,2,2,,43
2020-02-29,Basilicata,0,0,0,,32
2020-02-29,Calabria,0,1,0,,27
2020-02-29,Campania,9,13,3,,373
2020-02-29,Emilia-Romagna,72,217,86,,1550
2020-02-29,Friuli Venezia Giulia,0,0,0,,189
2020-02-29,Lazio,3,6,3,,679
2020-02-29,Liguria,23,42,4,,121
2020-02-29,Lombardia,84,615,256,,5723
2020-02-29,Marche,5,11,6,,68
2020-02-29,Molise,0,0,0,,0
2020-02-29,Piemonte,0,11,7,,308
2020-02-29,Puglia,0,3,1,,252
2020-02-29,Sardegna,0,0,0,,1
2020-02-29,Sicilia,0,4,1,,6
2020-02-29,Toscana,3,11,7,,531
2020-02-29,Umbria,0,0,0,,31
2020-02-29,Valle d'Aosta,0,0,0,,9
2020-02-29,Veneto,40,191,24,,8659
2020-03-01,Abruzzo,3,5,3,,52
2020-03-01,Basilicata,0,0,0,,39
2020-03-01,Calabria,0,1,0,,35
2020-03-01,Campania,4,17,4,,373
2020-03-01,Emilia-Romagna,68,285,127,,1795
2020-03-01,Friuli Venezia Giulia,6,6,0,,243
2020-03-01,Lazio,0,6,3,,724
2020-03-01,Liguria,-17,25,12,,121
2020-03-01,Lombardia,369,984,406,,6879
2020-03-01,Marche,14,25,12,,101
2020-03-01,Molise,0,0,0,,6
2020-03-01,Piemonte,38,49,11,,362
2020-03-01,Puglia,0,3,1,,262
2020-03-01,Sardegna,0,0,0,,29
2020-03-01,Sicilia,5,9,1,,291
2020-03-01,Toscana,2,13,7,,572
2020-03-01,Umbria,2,2,0,,35
2020-03-01,Valle d'Aosta,0,0,0,,10
2020-03-01,Veneto,72,263,51,,9056
2020-03-02,Abruzzo,0,5,3,,52
2020-03-02,Basilicata,0,0,0,,39
2020-03-02,Calabria,0,1,0,,39
2020-03-02,Campania,0,17,4,,373
2020-03-02,Emilia-Romagna,50,335,148,,1973
2020-03-02,Friuli Venezia Giulia,3,9,0,,269
2020-03-02,Lazio,1,7,3,,773
2020-03-02,Liguria,-3,22,12,,121
2020-03-02,Lombardia,270,1254,478,,7925
2020-03-02,Marche,10,35,17,,137
2020-03-02,Molise,0,0,0,,13
2020-03-02,Piemonte,2,51,12,,434
2020-03-02,Puglia,1,4,2,,278
2020-03-02,Sardegna,0,0,0,,29
2020-03-02,Sicilia,-2,7,2,,307
2020-03-02,Toscana,0,13,7,,613
2020-03-02,Umbria,0,2,0,,35
2020-03-02,Valle d'Aosta,0,0,0,,11
2020-03-02,Veneto,10,273,53,,9782
2020-03-03,Abruzzo,1,6,5,,52
2020-03-03,Basilicata,1,1,0,,42
2020-03-03,Calabria,0,1,0,,39
2020-03-03,Campania,13,30,11,,405
2020-03-03,Emilia-Romagna,85,420,187,,2012
2020-03-03,Friuli Venezia Giulia,4,13,1,,354
2020-03-03,Lazio,7,14,10,,877
2020-03-03,Liguria,2,24,12,,121
2020-03-03,Lombardia,266,1520,698,,9577
2020-03-03,Marche,26,61,27,,200
2020-03-03,Molise,3,3,3,,13
2020-03-03,Piemonte,5,56,13,,458
2020-03-03,Puglia,2,6,2,,298
2020-03-03,Sardegna,1,1,1,,29
2020-03-03,Sicilia,0,7,2,,307
2020-03-03,Toscana,6,19,10,,697
2020-03-03,Umbria,6,8,1,,45
2020-03-03,Valle d'Aosta,0,0,0,,12
2020-03-03,Veneto,34,307,49,,10176
2020-03-04,Abruzzo,1,7,7,,85
2020-03-04,Basilicata,0,1,0,,48
2020-03-04,Calabria,0,1,0,,46
2020-03-04,Campania,1,31,11,,429
2020-03-04,Emilia-Romagna,124,544,256,,2500
2020-03-04,Friuli Venezia Giulia,5,18,3,,376
2020-03-04,Lazio,16,30,15,,995
2020-03-04,Liguria,2,26,10,,133
2020-03-04,Lombardia,300,1820,877,,12138
2020-03-04,Marche,23,84,34,,288
2020-03-04,Molise,0,3,3,,19
2020-03-04,Piemonte,26,82,26,,543
2020-03-04,Puglia,3,9,4,,322
2020-03-04,Sardegna,1,2,1,,42
2020-03-04,Sicilia,11,18,5,,367
2020-03-04,Toscana,19,38,15,,776
2020-03-04,Umbria,1,9,1,,58
2020-03-04,Valle d'Aosta,0,0,0,,15
2020-03-04,Veneto,53,360,76,,10515
2020-03-05,Abruzzo,1,8,8,,96
2020-03-05,Basilicata,0,1,0,,54
2020-03-05,Calabria,1,2,1,,53
2020-03-05,Campania,14,45,12,,471
2020-03-05,Emilia-Romagna,154,698,327,,2884
2020-03-05,Friuli Venezia Giulia,3,21,4,,397
2020-03-05,Lazio,14,44,20,,1175
2020-03-05,Liguria,2,28,11,,146
2020-03-05,Lombardia,431,2251,1169,,12354
2020-03-05,Marche,40,124,57,,413
2020-03-05,Molise,4,7,4,,24
2020-03-05,Piemonte,26,108,43,,543
2020-03-05,Puglia,5,14,5,,359
2020-03-05,Sardegna,0,2,2,,50
2020-03-05,Sicilia,0,18,5,,367
2020-03-05,Toscana,23,61,26,,776
2020-03-05,Umbria,0,9,1,,88
2020-03-05,Valle d'Aosta,2,2,0,,21
2020-03-05,Veneto,47,407,92,,11949
2020-03-06,Abruzzo,1,9,9,,96
2020-03-06,Basilicata,2,3,1,,63
2020-03-06,Calabria,2,4,2,,99
2020-03-06,Campania,12,57,12,,471
2020-03-06,Emilia-Romagna,172,870,397,,3136
2020-03-06,Friuli Venezia Giulia,10,31,4,,577
2020-03-06,Lazio,10,54,26,,1373
2020-03-06,Liguria,4,32,12,,229
2020-03-06,Lombardia,361,2612,1622,,13556
2020-03-06,Marche,35,159,73,,585
2020-03-06,Molise,5,12,3,,104
2020-03-06,Piemonte,35,143,57,,793
2020-03-06,Puglia,3,17,5,,395
2020-03-06,Sardegna,3,5,2,,99
2020-03-06,Sicilia,6,24,7,,367
2020-03-06,Toscana,18,79,35,,1097
2020-03-06,Umbria,7,16,2,,110
2020-03-06,Valle d'Aosta,5,7,0,,28
2020-03-06,Veneto,81,488,117,,13023
2020-03-07,Abruzzo,2,11,11,,123
2020-03-07,Basilicata,0,3,1,,75
2020-03-07,Calabria,0,4,2,,113
2020-03-07,Campania,4,61,16,,612
2020-03-07,Emilia-Romagna,140,1010,464,,3604
2020-03-07,Friuli Venezia Giulia,11,42,7,,577
2020-03-07,Lazio,22,76,43,,1582
2020-03-07,Liguria,19,51,26,,331
2020-03-07,Lombardia,808,3420,1661,,15778
2020-03-07,Marche,48,207,94,,816
2020-03-07,Molise,2,14,3,,112
2020-03-07,Piemonte,64,207,110,,1046
2020-03-07,Puglia,9,26,9,,395
2020-03-07,Sardegna,0,5,2,,99
2020-03-07,Sicilia,11,35,8,,643
2020-03-07,Toscana,34,113,54,,1331
2020-03-07,Umbria,8,24,2,,134
2020-03-07,Valle d'Aosta,1,8,1,,32
2020-03-07,Veneto,55,543,123,,14429
2020-03-08,Abruzzo,6,17,14,,163
2020-03-08,Basilicata,1,4,2,,123
2020-03-08,Calabria,5,9,5,,113
2020-03-08,Campania,40,101,30,,980
2020-03-08,Emilia-Romagna,170,1180,542,,4344
2020-03-08,Friuli Venezia Giulia,15,57,7,,997
2020-03-08,Lazio,11,87,47,,1929
2020-03-08,Liguria,27,78,39,,401
2020-03-08,Lombardia,769,4189,2217,,18534
2020-03-08,Marche,65,272,110,,1025
2020-03-08,Molise,0,14,4,,116
2020-03-08,Piemonte,153,360,245,,1636
2020-03-08,Puglia,14,40,17,,627
2020-03-08,Sardegna,6,11,5,,149
2020-03-08,Sicilia,18,53,18,,791
2020-03-08,Toscana,53,166,91,,1618
2020-03-08,Umbria,2,26,2,,168
2020-03-08,Valle d'Aosta,1,9,1,,41
2020-03-08,Veneto,127,670,146,,15918
2020-03-09,Abruzzo,13,30,25,,237
2020-03-09,Basilicata,1,5,2,,135
2020-03-09,Calabria,2,11,8,,173
2020-03-09,Campania,19,120,42,,980
2020-03-09,Emilia-Romagna,206,1386,576,,4906
2020-03-09,Friuli Venezia Giulia,36,93,18,,1344
2020-03-09,Lazio,15,102,55,,1929
2020-03-09,Liguria,31,109,60,,611
2020-03-09,Lombardia,1280,5469,2802,,20135
2020-03-09,Marche,51,323,136,,1250
2020-03-09,Molise,0,14,4,,212
2020-03-09,Piemonte,-10,350,222,,1681
2020-03-09,Puglia,10,50,20,,685
2020-03-09,Sardegna,8,19,8,,185
2020-03-09,Sicilia,1,54,19,,836
2020-03-09,Toscana,42,208,107,,2018
2020-03-09,Umbria,2,28,4,,183
2020-03-09,Valle d'Aosta,6,15,4,,67
2020-03-09,Veneto,74,744,186,,15956
2020-03-10,Abruzzo,8,38,17,,310
2020-03-10,Basilicata,2,7,2,,148
2020-03-10,Calabria,2,13,8,,360
2020-03-10,Campania,7,127,33,,1141
2020-03-10,Emilia-Romagna,147,1533,669,,5494
2020-03-10,Friuli Venezia Giulia,23,116,27,,1602
2020-03-10,Lazio,14,116,50,,3591
2020-03-10,Liguria,32,141,57,,694
2020-03-10,Lombardia,322,5791,3319,,21479
2020-03-10,Marche,71,394,152,,1437
2020-03-10,Molise,1,15,3,,225
2020-03-10,Piemonte,103,453,306,,2374
2020-03-10,Puglia,9,59,28,,747
2020-03-10,Sardegna,1,20,9,,204
2020-03-10,Sicilia,8,62,17,,955
2020-03-10,Toscana,56,264,91,,2573
2020-03-10,Umbria,9,37,8,,260
2020-03-10,Valle d'Aosta,2,17,2,,89
2020-03-10,Veneto,112,856,204,,16643
2020-03-11,Abruzzo,0,38,17,,310
2020-03-11,Basilicata,1,8,1,,155
2020-03-11,Calabria,6,19,10,,405
2020-03-11,Campania,27,154,56,,1375
2020-03-11,Emilia-Romagna,206,1739,745,,6640
2020-03-11,Friuli Venezia Giulia,10,126,16,,2073
2020-03-11,Lazio,34,150,67,,3591
2020-03-11,Liguria,53,194,74,,1025
2020-03-11,Lombardia,1489,7280,3852,,25629
2020-03-11,Marche,85,479,212,,1656
2020-03-11,Molise,1,16,4,,233
2020-03-11,Piemonte,48,501,319,,2431
2020-03-11,Puglia,18,77,38,,909
2020-03-11,Sardegna,17,37,10,,283
2020-03-11,Sicilia,21,83,23,,1194
2020-03-11,Toscana,56,320,87,,2804
2020-03-11,Umbria,9,46,7,,340
2020-03-11,Valle d'Aosta,3,20,2,,99
2020-03-11,Veneto,167,1023,262,,21400
2020-03-12,Abruzzo,46,84,47,,867
2020-03-12,Basilicata,0,8,1,,155
2020-03-12,Calabria,14,33,14,,483
2020-03-12,Campania,25,179,56,,1551
2020-03-12,Emilia-Romagna,208,1947,814,,7600
2020-03-12,Friuli Venezia Giulia,41,167,23,,2604
2020-03-12,Lazio,50,200,85,,5592
2020-03-12,Liguria,80,274,100,,1174
2020-03-12,Lombardia,1445,8725,4247,,29534
2020-03-12,Marche,113,592,254,,1907
2020-03-12,Molise,0,16,4,,238
2020-03-12,Piemonte,79,580,368,,2879
2020-03-12,Puglia,27,104,58,,1269
2020-03-12,Sardegna,2,39,12,,302
2020-03-12,Sicilia,32,115,28,,1477
2020-03-12,Toscana,44,364,100,,3165
2020-03-12,Umbria,18,64,8,,458
2020-03-12,Valle d'Aosta,7,27,7,,118
2020-03-12,Veneto,361,1384,360,,23438
2020-03-13,Abruzzo,5,89,42,,958
2020-03-13,Basilicata,2,10,1,,155
2020-03-13,Calabria,5,38,18,,504
2020-03-13,Campania,41,220,60,,1671
2020-03-13,Emilia-Romagna,316,2263,942,,8787
2020-03-13,Friuli Venezia Giulia,90,257,59,,3149
2020-03-13,Lazio,77,277,122,,6491
2020-03-13,Liguria,71,345,128,,1442
2020-03-13,Lombardia,1095,9820,4435,,32700
2020-03-13,Marche,133,725,337,,2218
2020-03-13,Molise,1,17,5,,243
2020-03-13,Piemonte,260,840,556,,3105
2020-03-13,Puglia,25,129,77,,1449
2020-03-13,Sardegna,4,43,12,,504
2020-03-13,Sicilia,15,130,37,,1950
2020-03-13,Toscana,106,470,134,,4049
2020-03-13,Umbria,12,76,11,,576
2020-03-13,Valle d'Aosta,1,28,6,,189
2020-03-13,Veneto,211,1595,366,,25691
2020-03-14,Abruzzo,23,112,51,,1232
2020-03-14,Basilicata,0,10,0,,155
2020-03-14,Calabria,22,60,22,,711
2020-03-14,Campania,52,272,72,,1936
2020-03-14,Emilia-Romagna,381,2644,1076,,10043
2020-03-14,Friuli Venezia Giulia,44,301,67,,3376
2020-03-14,Lazio,80,357,181,,7335
2020-03-14,Liguria,118,463,213,,1750
2020-03-14,Lombardia,1865,11685,4898,,37138
2020-03-14,Marche,174,899,449,,2561
2020-03-14,Molise,0,17,5,,247
2020-03-14,Piemonte,33,873,538,,3680
2020-03-14,Puglia,37,166,91,,1681
2020-03-14,Sardegna,4,47,14,,530
2020-03-14,Sicilia,26,156,42,,2100
2020-03-14,Toscana,160,630,160,,4595
2020-03-14,Umbria,31,107,21,,748
2020-03-14,Valle d'Aosta,14,42,12,,231
2020-03-14,Veneto,342,1937,366,,26980
2020-03-15,Abruzzo,25,137,72,,1419
2020-03-15,Basilicata,1,11,0,,208
2020-03-15,Calabria,8,68,32,,884
2020-03-15,Campania,61,333,73,,2213
2020-03-15,Emilia-Romagna,449,3093,1215,,12054
2020-03-15,Friuli Venezia Giulia,46,347,98,,3407
2020-03-15,Lazio,79,436,223,,8345
2020-03-15,Liguria,96,559,253,,1973
2020-03-15,Lombardia,1587,13272,5500,,40369
2020-03-15,Marche,234,1133,521,,2946
2020-03-15,Molise,0,17,3,,248
2020-03-15,Piemonte,238,1111,726,,4375
2020-03-15,Puglia,64,230,116,,2017
2020-03-15,Sardegna,30,77,16,,613
2020-03-15,Sicilia,32,188,56,,2452
2020-03-15,Toscana,151,781,175,,5132
2020-03-15,Umbria,36,143,25,,965
2020-03-15,Valle d'Aosta,15,57,10,,230
2020-03-15,Veneto,235,2172,426,,32546
2020-03-16,Abruzzo,39,176,71,,1533
2020-03-16,Basilicata,1,12,1,,230
2020-03-16,Calabria,21,89,36,,1030
2020-03-16,Campania,67,400,103,,2517
2020-03-16,Emilia-Romagna,429,3522,1362,,13096
2020-03-16,Friuli Venezia Giulia,39,386,96,,4851
2020-03-16,Lazio,87,523,267,,9330
2020-03-16,Liguria,108,667,255,,2189
2020-03-16,Lombardia,1377,14649,6171,,43565
2020-03-16,Marche,109,1242,528,,3225
2020-03-16,Molise,4,21,3,,253
2020-03-16,Piemonte,405,1516,1045,,5588
2020-03-16,Puglia,0,230,116,,2017
2020-03-16,Sardegna,30,107,39,,797
2020-03-16,Sicilia,25,213,75,,2653
2020-03-16,Toscana,85,866,175,,5910
2020-03-16,Umbria,21,164,30,,1093
2020-03-16,Valle d'Aosta,48,105,28,,287
2020-03-16,Veneto,301,2473,498,,35052
2020-03-17,Abruzzo,53,229,94,,1688
2020-03-17,Basilicata,8,20,5,,262
2020-03-17,Calabria,25,114,45,,1293
2020-03-17,Campania,60,460,127,,2685
2020-03-17,Emilia-Romagna,409,3931,1566,,14510
2020-03-17,Friuli Venezia Giulia,8,394,104,,4958
2020-03-17,Lazio,84,607,314,,9436
2020-03-17,Liguria,111,778,299,,2509
2020-03-17,Lombardia,1571,16220,6953,,46449
2020-03-17,Marche,129,1371,599,,3225
2020-03-17,Molise,4,25,7,,301
2020-03-17,Piemonte,381,1897,1378,,6543
2020-03-17,Puglia,110,340,155,,3077
2020-03-17,Sardegna,10,117,36,,1003
2020-03-17,Sicilia,24,237,86,,2916
2020-03-17,Toscana,187,1053,329,,6727
2020-03-17,Umbria,33,197,36,,1323
2020-03-17,Valle d'Aosta,31,136,35,,398
2020-03-17,Veneto,231,2704,548,,35478
2020-03-18,Abruzzo,34,263,99,,2054
2020-03-18,Basilicata,7,27,9,,262
2020-03-18,Calabria,15,129,45,,1668
2020-03-18,Campania,0,460,127,,2685
2020-03-18,Emilia-Romagna,594,4525,1784,,15461
2020-03-18,Friuli Venezia Giulia,68,462,128,,4958
2020-03-18,Lazio,117,724,374,,11145
2020-03-18,Liguria,109,887,401,,2912
2020-03-18,Lombardia,1493,17713,7285,,48983
2020-03-18,Marche,197,1568,638,,4109
2020-03-18,Molise,3,28,7,,361
2020-03-18,Piemonte,444,2341,1780,,7516
2020-03-18,Puglia,43,383,156,,3433
2020-03-18,Sardegna,17,134,42,,1135
2020-03-18,Sicilia,45,282,100,,3294
2020-03-18,Toscana,277,1330,427,,7606
2020-03-18,Umbria,50,247,54,,1601
2020-03-18,Valle d'Aosta,29,165,41,,486
2020-03-18,Veneto,510,3214,646,,40841
2020-03-19,Abruzzo,122,385,181,,2409
2020-03-19,Basilicata,10,37,8,,353
2020-03-19,Calabria,40,169,60,,2342
2020-03-19,Campania,192,652,213,,3544
2020-03-19,Emilia-Romagna,689,5214,1900,,18344
2020-03-19,Friuli Venezia Giulia,137,599,134,,4052
2020-03-19,Lazio,99,823,426,,11145
2020-03-19,Liguria,172,1059,491,,3348
2020-03-19,Lombardia,2171,19884,7387,,52244
2020-03-19,Marche,169,1737,656,,4512
2020-03-19,Molise,18,46,19,,426
2020-03-19,Piemonte,591,2932,2279,,8853
2020-03-19,Puglia,95,478,173,,4046
2020-03-19,Sardegna,72,206,43,,1334
2020-03-19,Sicilia,58,340,143,,3961
2020-03-19,Toscana,152,1482,501,,8873
2020-03-19,Umbria,87,334,69,,1954
2020-03-19,Valle d'Aosta,50,215,47,,608
2020-03-19,Veneto,270,3484,771,,44658
2020-03-20,Abruzzo,64,449,190,,2695
2020-03-20,Basilicata,15,52,8,,443
2020-03-20,Calabria,38,207,71,,2690
2020-03-20,Campania,97,749,130,,3845
2020-03-20,Emilia-Romagna,754,5968,2083,,20753
2020-03-20,Friuli Venezia Giulia,57,656,143,,4964
2020-03-20,Lazio,185,1008,537,,13889
2020-03-20,Liguria,162,1221,573,,3794
2020-03-20,Lombardia,2380,22264,7735,,57174
2020-03-20,Marche,244,1981,704,,5170
2020-03-20,Molise,4,50,20,,426
2020-03-20,Piemonte,529,3461,1541,,9975
2020-03-20,Puglia,103,581,191,,4789
2020-03-20,Sardegna,87,293,56,,1912
2020-03-20,Sicilia,68,408,168,,4468
2020-03-20,Toscana,311,1793,601,,10405
2020-03-20,Umbria,61,395,75,,2303
2020-03-20,Valle d'Aosta,49,264,54,,814
2020-03-20,Veneto,547,4031,843,,49288
2020-03-21,Abruzzo,80,529,185,,3035
2020-03-21,Basilicata,14,66,12,,522
2020-03-21,Calabria,28,235,73,,3050
2020-03-21,Campania,95,844,233,,4448
2020-03-21,Emilia-Romagna,737,6705,2267,,24620
2020-03-21,Friuli Venezia Giulia,134,790,152,,5955
2020-03-21,Lazio,182,1190,591,,13889
2020-03-21,Liguria,215,1436,598,,4304
2020-03-21,Lombardia,3251,25515,8258,,66730
2020-03-21,Marche,172,2153,742,,5740
2020-03-21,Molise,11,61,21,,449
2020-03-21,Piemonte,291,3752,1976,,10701
2020-03-21,Puglia,94,675,209,,5617
2020-03-21,Sardegna,37,330,65,,2297
2020-03-21,Sicilia,82,490,206,,4883
2020-03-21,Toscana,219,2012,664,,11909
2020-03-21,Umbria,67,462,92,,2712
2020-03-21,Valle d'Aosta,49,313,62,,884
2020-03-21,Veneto,586,4617,942,,53642
2020-03-22,Abruzzo,58,587,218,,3375
2020-03-22,Basilicata,15,81,13,,643
2020-03-22,Calabria,38,273,77,,3666
2020-03-22,Campania,92,936,243,,4943
2020-03-22,Emilia-Romagna,850,7555,2429,,28022
2020-03-22,Friuli Venezia Giulia,84,874,163,,6761
2020-03-22,Lazio,193,1383,671,,17845
2020-03-22,Liguria,229,1665,736,,4995
2020-03-22,Lombardia,1691,27206,9439,,70598
2020-03-22,Marche,268,2421,816,,6391
2020-03-22,Molise,5,66,24,,532
2020-03-22,Piemonte,668,4420,2118,,12701
2020-03-22,Puglia,111,786,252,,6160
2020-03-22,Sardegna,9,339,67,,2402
2020-03-22,Sicilia,140,630,220,,5580
2020-03-22,Toscana,265,2277,706,,13264
2020-03-22,Umbria,59,521,97,,3135
2020-03-22,Valle d'Aosta,51,364,63,,950
2020-03-22,Veneto,505,5122,1113,,57671
2020-03-23,Abruzzo,76,663,228,,3674
2020-03-23,Basilicata,9,90,15,,696
2020-03-23,Calabria,19,292,82,,4073
2020-03-23,Campania,90,1026,266,,5813
2020-03-23,Emilia-Romagna,980,8535,2846,,31200
2020-03-23,Friuli Venezia Giulia,56,930,185,,7424
2020-03-23,Lazio,157,1540,718,,18371
2020-03-23,Liguria,259,1924,761,,5538
2020-03-23,Lombardia,1555,28761,9266,,73242
2020-03-23,Marche,148,2569,882,,6782
2020-03-23,Molise,1,67,25,,532
2020-03-23,Piemonte,441,4861,2194,,13560
2020-03-23,Puglia,120,906,285,,6761
2020-03-23,Sardegna,20,359,76,,2568
2020-03-23,Sicilia,91,721,250,,6375
2020-03-23,Toscana,184,2461,838,,13851
2020-03-23,Umbria,56,577,106,,3561
2020-03-23,Valle d'Aosta,29,393,69,,1098
2020-03-23,Veneto,383,5505,1206,,61115
2020-03-24,Abruzzo,26,689,234,,4294
2020-03-24,Basilicata,2,92,14,,744
2020-03-24,Calabria,27,319,88,,4486
2020-03-24,Campania,75,1101,345,,6297
2020-03-24,Emilia-Romagna,719,9254,2974,,33527
2020-03-24,Friuli Venezia Giulia,62,992,195,,8526
2020-03-24,Lazio,188,1728,747,,18371
2020-03-24,Liguria,192,2116,803,,5992
2020-03-24,Lombardia,1942,30703,9711,,76695
2020-03-24,Marche,167,2736,862,,7229
2020-03-24,Molise,6,73,27,,572
2020-03-24,Piemonte,654,5515,2404,,15469
2020-03-24,Puglia,99,1005,317,,7345
2020-03-24,Sardegna,62,421,80,,2859
2020-03-24,Sicilia,125,846,250,,7170
2020-03-24,Toscana,238,2699,918,,15701
2020-03-24,Umbria,71,648,105,,4108
2020-03-24,Valle d'Aosta,7,400,71,,1180
2020-03-24,Veneto,443,5948,1318,,66178
2020-03-25,Abruzzo,124,813,248,,4982
2020-03-25,Basilicata,21,113,20,,857
2020-03-25,Calabria,32,351,93,,5058
2020-03-25,Campania,98,1199,318,,6972
2020-03-25,Emilia-Romagna,800,10054,3180,,38045
2020-03-25,Friuli Venezia Giulia,147,1139,200,,9494
2020-03-25,Lazio,173,1901,805,,20669
2020-03-25,Liguria,189,2305,927,,6602
2020-03-25,Lombardia,1643,32346,10026,,81666
2020-03-25,Marche,198,2934,938,,7896
2020-03-25,Molise,0,73,26,,580
2020-03-25,Piemonte,509,6024,2544,,16655
2020-03-25,Puglia,88,1093,349,,8223
2020-03-25,Sardegna,21,442,82,,3019
2020-03-25,Sicilia,148,994,259,,8312
2020-03-25,Toscana,273,2972,999,,17868
2020-03-25,Umbria,62,710,123,,4707
2020-03-25,Valle d'Aosta,1,401,70,,1200
2020-03-25,Veneto,494,6442,1407,,70877
2020-03-26,Abruzzo,133,946,280,,5488
2020-03-26,Basilicata,21,134,22,,1046
2020-03-26,Calabria,42,393,101,,5933
2020-03-26,Campania,111,1310,448,,8346
2020-03-26,Emilia-Romagna,762,10816,3354,,42395
2020-03-26,Friuli Venezia Giulia,84,1223,212,,10721
2020-03-26,Lazio,195,2096,878,,22771
2020-03-26,Liguria,262,2567,998,,7304
2020-03-26,Lombardia,2543,34889,10681,,87713
2020-03-26,Marche,180,3114,977,,8623
2020-03-26,Molise,30,103,27,,670
2020-03-26,Piemonte,510,6534,2633,,18054
2020-03-26,Puglia,89,1182,480,,9191
2020-03-26,Sardegna,52,494,92,,3461
2020-03-26,Sicilia,170,1164,346,,9658
2020-03-26,Toscana,254,3226,1037,,20952
2020-03-26,Umbria,92,802,144,,5428
